file	title	year	words	publication
parapluie	Le parapluie	1884	2744	Guy de Maupassant : Le parapluie. Texte publié dans Le Gaulois du 10 février 1884, puis publié dans le recueil Les sœurs Rondoli (pp. 197-217). Il a également été repris dans La Vie populaire du 25 janvier 1885, dans La Semaine populaire du 27 mars 1887, dans La Lecture du 10 avril 1889, dans L’Intransigeant illustré du 10 septembre 1891 et dans Le Magasin littéraire de mars 1893. Vous pouvez consulter la version illustrée par René Lelong, aux éditions P. Ollendorff, 1907.
petitfut	Le petit fût	1884	1873	Guy de Maupassant : Le petit fût. Texte publié dans Le Gaulois du 7 avril 1884, puis publié dans le recueil Les sœurs Rondoli (pp. 85-99). Il a également été repris dans Le Voleur du 11 septembre 1884 sous le titre Nos bons paysans, dans le recueil Contes choisis (pp. 59-70), dans les Annales politiques et littéraires du 1er juillet 1888, dans La Lune troyenne du 31 mars 1889, dans L’Intransigeant illustré du 18 décembre 1890 et dans le supplément littéraire illustré de L’Écho de Paris du 15 novembre 1891. Vous pouvez consulter la version illustrée par René Lelong, aux éditions P. Ollendorff, 1907.
protecteur	Le protecteur	1884	1668	Guy de Maupassant : Le protecteur. Texte publié dans Gil Blas du 5 février 1884, sous la signature de Maufrigneuse, puis publié dans le recueil Toine (pp. 101-114).
retour	Le retour	1884	1999	Guy de Maupassant : Le retour. Texte publié dans Le Gaulois du 28 juillet 1884, puis publié dans le recueil Yvette (pp. 161-176). Il a également été repris dans le supplément hebdomadaire de La Lanterne du 5 octobre 1884, dans les Annales politiques et littéraires du 1er février 1885, dans le recueil Contes et nouvelles (Charpentier, 1885), dans La Lecture du 10 février 1888 et dans L’Intransigeant illustré du 3 septembre 1891. Vous pouvez consulter la version illustrée par Oreste Cortazzo, aux éditions P. Ollendorff, 1902.
tic	Le tic	1884	1885	Guy de Maupassant : Le tic. Texte publié dans Le Gaulois du 14 juillet 1884, puis publié dans le recueil posthume Le colporteur (pp. 197-212). Il a également été repris dans L’Écho de la semaine du 15 février 1891.
vieux2	Le vieux	1884	2399	Guy de Maupassant : Le vieux. Texte publié dans Le Gaulois du 6 janvier 1884, puis publié dans le recueil Contes du jour et de la nuit (pp. 113-132). Il a également été repris dans les Annales politiques et littéraires du 5 avril 1885, dans Le Voleur du 23 avril 1885, dans La Revue des journaux et des livres des 10 et 16 mai 1885, dans La Vie populaire du 8 mars 1888, dans le recueil Histoire d’une fille de ferme (pp. 91-106) et dans le recueil Trois contes (n° 271 de la « Nouvelle bibliothèque populaire », 1892).
idees	Les idées du Colonel	1884	1917	Guy de Maupassant : Les idées du colonel. Texte publié dans Le Gaulois du 9 juin 1884, puis publié dans le recueil Yvette (pp. 197-211). Il a également été repris dans le supplément hebdomadaire de La Lanterne du 7 décembre 1884, dans les Annales politiques et littéraires du 14 décembre 1884, dans le supplément littéraire de La Lanterne du 13 avril 1890 et dans le supplément littéraire illustré du Petit Parisien du 27 avril 1890. Vous pouvez consulter la version illustrée par Oreste Cortazzo, aux éditions P. Ollendorff, 1902.
prisonniers	Les prisonniers	1884	3647	Guy de Maupassant : Les prisonniers. Texte publié dans Gil Blas du 30 décembre 1884, puis publié dans le recueil Toine (pp. 199-226). Il a également été repris dans Le Bon Journal des 15 et 22 novembre 1885, dans les Annales politiques et littéraires du 21 février 1886, dans La Vie populaire du 6 mai 1886, dans le supplément littéraire de La Lanterne du 8 août 1889, dans le supplément littéraire illustré du Petit Parisien du 25 août 1889 et dans le recueil Histoire d’une fille de ferme (pp. 165-189).
rondoli	Les sœurs Rondoli	1884	10639	Guy de Maupassant : Les sœurs Rondoli. Texte publié dans L’Écho de Paris du 29 mai au 5 juin 1884, puis publié dans le recueil auquel il donne son nom, Les sœurs Rondoli (pp. 1-65). Vous pouvez consulter la version illustrée par René Lelong, aux éditions P. Ollendorff, 1907.
lettrenoye	Lettre trouvée sur un noyé	1884	1978	Guy de Maupassant : Lettre trouvée sur un noyé. Texte publié dans Gil Blas du 8 janvier 1884, sous la signature de Maufrigneuse, puis publié dans le recueil posthume Le colporteur (pp. 165-179).
abandonne	L’abandonné	1884	2815	Guy de Maupassant : L’abandonné. Texte publié dans Le Figaro du 15 août 1884, puis publié dans le recueil Yvette (pp. 177-196). Vous pouvez consulter la version illustrée par Oreste Cortazzo, aux éditions P. Ollendorff, 1902.
armoire	L’armoire	1884	2123	Guy de Maupassant : L’armoire. Texte publié dans Gil Blas du 16 décembre 1884, sous la signature de Maufrigneuse, puis publié dans le recueil Toine (pp. 165-180). Il a également été repris dans Le nouveau Décaméron, 6ème journée (pp. 111-122) et signé Maufrigneuse, dans le supplément littéraire de La Lanterne du 7 octobre 1888 et dans La Lune troyenne du 1er juin 1890.
aveu	L’aveu	1884	1744	Guy de Maupassant : L’aveu. Texte publié dans Gil Blas du 22 juillet 1884, puis publié dans le recueil Contes du jour et de la nuit (pp. 55-69). Il a également été repris dans La Vie populaire du 9 février 1888, dans La Lune troyenne du 6 mai 1888 et dans le recueil L’héritage (n° 64 de la collection « Auteurs célèbres » chez Marpon et Flammarion, 1888).
horrible	L’horrible	1884	1881	Guy de Maupassant : L’horrible. Texte publié dans Le Gaulois du 18 mai 1884, puis publié dans le recueil posthume Le colporteur (pp. 181-196).
heritage	L’héritage	1884	24611	Guy de Maupassant : L’héritage. Texte publié dans La Vie militaire illustrée du 15 mars au 26 avril 1884, puis publié dans le recueil Miss Harriet (pp. 41-184). Il a également été repris dans La Vie populaire du 11 septembre au 2 octobre 1884, dans le supplément hebdomadaire de La Lanterne du 28 février au 8 mai 1886, dans le recueil Contes et nouvelles (Charpentier, 1885), dans le recueil L’héritage (n° 64 de la collection « Auteurs célèbres » chez Marpon et Flammarion, 1888) et dans La Lecture du 25 juillet au 10 septembre 1890. Vous pouvez consulter la version illustrée par Charles Morel, aux éditions P. Ollendorff, 1901.
ivrogne	L’ivrogne	1884	1729	Guy de Maupassant : L’ivrogne. Texte publié dans Le Gaulois du 20 avril 1884, puis publié dans le recueil Contes du jour et de la nuit (pp. 155-169). Il a également été repris dans Le Bon Journal du 5 décembre 1886, dans La Vie populaire du 1er mars 1888, dans le recueil Histoire d’une fille de ferme (pp. 107-118) et dans La Semaine politique et littéraire du 6 décembre 1891.
malades	Malades et médecins	1884	2081	Guy de Maupassant : Malades et médecins. Texte publié dans Le Gaulois du 11 mai 1884.
misti	Misti	1884	1969	Guy de Maupassant : Misti. Texte publié dans Gil Blas du 22 janvier 1884, sous la signature de Maufrigneuse.
mohammed	Mohammed-Fripouille	1884	2668	Guy de Maupassant : Mohammed-Fripouille. Texte publié dans Le Gaulois du 20 septembre 1884, puis publié dans le recueil Yvette (pp. 229-248). Il a également été repris dans les Annales politiques et littéraires du 20 janvier 1889 et dans le supplément littéraire de La Lanterne du 11 juillet 1889. Vous pouvez consulter la version illustrée par Oreste Cortazzo, aux éditions P. Ollendorff, 1902.
notes	Notes d’un voyageur	1884	1631	Guy de Maupassant : Notes d’un voyageur. Texte publié dans Le Gaulois du 4 février 1884.
promenade	Promenade	1884	2073	Guy de Maupassant : Promenade. Texte publié dans Gil Blas du 27 mai 1884, sous la signature de Maufrigneuse, puis publié dans le recueil Yvette (pp. 213-227). Vous pouvez consulter la version illustrée par Oreste Cortazzo, aux éditions P. Ollendorff, 1902.
rencontre	Rencontre	1884	2879	Guy de Maupassant : Rencontre. Texte publié dans Gil Blas du 11 mars 1884, sous la signature de Maufrigneuse, puis publié dans le recueil Les sœurs Rondoli (pp. 235-254). Il figurera par erreur dans la première édition du recueil Toine (pp. 55-74), avant d’en être retiré de la 2ème édition. Il a également été repris dans le supplément littéraire de La Lanterne du 2 décembre 1888. Vous pouvez consulter la version illustrée par René Lelong, aux éditions P. Ollendorff, 1907.
rose	Rose	1884	1939	Guy de Maupassant : Rose. Texte publié dans Gil Blas du 29 janvier 1884, sous la signature de Maufrigneuse, puis publié dans le recueil Contes du jour et de la nuit (pp. 17-32). Il a également été repris dans Le Bon Journal du 31 octobre 1886, dans La Vie populaire du 19 janvier 1888, dans le recueil L’héritage (n° 64 de la collection « Auteurs célèbres » chez Marpon et Flammarion, 1888) et dans L’Écho de la semaine du 23 mars 1890.
solitude	Solitude	1884	1743	Guy de Maupassant : Solitude. Texte publié dans Le Gaulois du 31 mars 1884, puis publié dans le recueil Monsieur Parent (pp. 277-288).
souvenir2	Souvenir	1884	2222	Guy de Maupassant : Souvenir. Texte publié dans Gil Blas du 20 mai 1884, sous la signature de Maufrigneuse, puis publié dans le recueil Contes du jour et de la nuit (pp. 323-340). Il a également été repris dans La Vie populaire du 22 janvier 1888.
souvenirs	Souvenirs	1884	1348	Guy de Maupassant : Souvenirs. Texte publié dans Le Gaulois du 23 mars 1884.
tribunaux	Tribunaux rustiques	1884	1454	Guy de Maupassant : Tribunaux rustiques. Texte publié dans Gil Blas du 25 novembre 1884, sous la signature de Maufrigneuse, puis publié dans le recueil Monsieur Parent (pp. 189-198). Il a également été repris dans le supplément littéraire de La Lanterne du 3 avril 1887.
unfou2	Un fou ?	1884	2104	Guy de Maupassant : Un fou ? Texte publié dans Le Figaro du 1er septembre 1884.
lache	Un lâche	1884	2820	Guy de Maupassant : Un lâche. Texte publié dans Le Gaulois du 27 janvier 1884, puis publié dans le recueil Contes du jour et de la nuit (pp. 133-153). Il a également été repris dans La Vie populaire du 19 juillet 1888.
vente	Une vente	1884	2057	Guy de Maupassant : Une vente. Texte publié dans Gil Blas du 22 février 1884, sous la signature de Maufrigneuse, puis publié dans le recueil Le rosier de Madame Husson (pp. 129-145). Il a également été repris dans Le nouveau Décaméron, 4ème journée (pp. 82-92) et dans L’Intransigeant illustré du 17 septembre 1891.
conseils	Vains conseils	1884	1420	Guy de Maupassant : Vains conseils. Texte publié dans Gil Blas du 26 février 1884, sous la signature de Maufrigneuse.
yvette	Yvette	1884	25166	Guy de Maupassant : Yvette. Texte publié dans Le Figaro du 29 août au 9 septembre 1884, puis publié dans le recueil auquel il donne son nom, Yvette (pp. 1-160). Il a également été repris dans La Vie populaire du 4 décembre 1884 au 1er janvier 1885. Vous pouvez consulter la version illustrée par Oreste Cortazzo, aux éditions P. Ollendorff, 1902.
blanc	Blanc et Bleu	1885	1658	Guy de Maupassant : Blanc et bleu. Texte publié dans Gil Blas du 3 février 1885, sous la signature de Maufrigneuse.
wagon	En wagon	1885	2163	Guy de Maupassant : En wagon. Texte publié dans Gil Blas du 24 mars 1885, puis publié dans le recueil Monsieur Parent (pp. 233-246). Il a également été repris dans le supplément littéraire de La Lanterne du 27 novembre 1887 et dans Gil Blas illustré du 26 juillet 1891.
fini	Fini	1885	2171	Guy de Maupassant : Fini. Texte publié dans Le Gaulois du 27 juillet 1885, puis publié dans le recueil posthume Le colporteur (pp. 213-229). Il a également été repris dans Le Voleur du 27 août 1885.
imprudence	Imprudence	1885	1950	Guy de Maupassant : Imprudence. Texte publié dans Gil Blas du 15 septembre 1885, sous la signature de Maufrigneuse, puis publié dans le recueil Monsieur Parent (pp. 159-172). Il a également été repris dans le supplément littéraire de La Lanterne du 9 septembre 1888, dans Gil Blas illustré du 28 juin 1891 et dans La Vie populaire du 23 août 1891.
joseph	Joseph	1885	2210	Guy de Maupassant : Joseph. Texte publié dans Gil Blas du 21 juillet 1885, puis publié dans le recueil Le Horla (pp. 267-286). Il a également été repris dans La Vie populaire du 14 juillet 1887 et dans le supplément littéraire de La Lanterne du 22 janvier 1888.
bete	La bête à Maît’ Belhomme	1885	2659	Guy de Maupassant : La bête à Maît’ Belhomme. Texte publié dans Gil Blas du 22 septembre 1885, puis publié dans le recueil Monsieur Parent (pp. 89-106). Il a également été repris dans La Revue des journaux et des livres du 14 février 1886, dans le supplément hebdomadaire de La Lanterne du 21 février 1886, dans le recueil Contes choisis (pp. 169-183), dans le supplément littéraire illustré de L’Écho de Paris du 18 octobre 1891 et dans L’Intransigeant illustré du 19 novembre 1891.
confidence	La confidence	1885	1955	Guy de Maupassant : La confidence. Texte publié dans Gil Blas du 20 août 1885, puis publié dans le recueil Monsieur Parent (pp. 135-146). Il a également été repris dans le supplément littéraire de La Lanterne du 23 septembre 1888.
roque	La petite Roque	1885	12486	Guy de Maupassant : La petite Roque. Texte publié dans Gil Blas du 18 au 23 décembre 1885, puis publié dans le recueil auquel il donne son nom, La petite Roque (pp. 1-83).
bapteme2	Le baptême	1885	1670	Guy de Maupassant : Le baptême. Texte publié dans Gil Blas du 13 janvier 1885, puis publié dans le recueil Monsieur Parent (pp. 147-157). Il a également été repris dans les Annales politiques et littéraires du 13 décembre 1885, dans le supplément hebdomadaire de La Lanterne du 25 juillet 1886 et dans L’Intransigeant illustré du 22 janvier 1891.
roger	Le moyen de Roger	1885	1369	Guy de Maupassant : Le moyen de Roger. Texte publié dans Gil Blas du 3 mars 1885, sous la signature de Maufrigneuse, puis publié dans le recueil Toine (pp. 245-256). Il a également été repris dans La Lune troyenne du 10 juin 1888 et dans le supplément littéraire de La Lanterne du 18 novembre 1888.
mongilet	Le père Mongilet	1885	2027	Guy de Maupassant : Le père Mongilet. Texte publié dans Gil Blas du 24 février 1885, puis publié dans le recueil Toine (pp. 149-164). Il a également été repris dans Le Voleur du 14 mai 1885, dans La Vie populaire du 23 mai 1886, dans La Semaine politique et littéraire du 14 juin 1891 et dans le supplément illustré du Petit Journal du 2 juillet 1892.
becasses	Les bécasses	1885	3055	Guy de Maupassant : Les bécasses. Texte publié dans Gil Blas du 20 octobre 1885, puis publié dans le recueil Monsieur Parent (pp. 213-231). Il a également été repris dans le supplément littéraire de La Lanterne du 24 février 1889.
lettrefou	Lettre d’un fou	1885	2043	Guy de Maupassant : Lettre d’un fou. Texte publié dans Gil Blas du 17 février 1885, sous la signature de Maufrigneuse.
inconnue	L’inconnue	1885	2143	Guy de Maupassant : L’inconnue. Texte publié dans Gil Blas du 27 janvier 1885, puis publié dans le recueil Monsieur Parent (pp. 121-133). Il a également été repris dans le supplément hebdomadaire de La Lanterne du 31 octobre 1886, dans La Vie populaire du 30 janvier 1887 et dans Gil Blas illustré du 1er novembre 1891.
epingle	L’épingle	1885	1938	Guy de Maupassant : L’épingle. Texte publié dans Gil Blas du 13 août 1885, sous la signature de Maufrigneuse, puis publié dans le recueil Monsieur Parent (pp. 199-211). Il a également été repris dans La Vie populaire du 25 février 1886, dans Le nouveau Décaméron, 10ème journée (pp. 176-186), dans L’Intransigeant illustré du 8 octobre 1891 et dans le supplément littéraire illustré du Petit Parisien du 17 janvier 1892.
25jours	Mes vingt-cinq jours	1885	2645	Guy de Maupassant : Mes vingt-cinq jours. Texte publié dans Gil Blas du 25 août 1885, puis publié dans le recueil posthume Le colporteur (pp. 231-250).
parent	Monsieur Parent	1885	14457	Guy de Maupassant : Monsieur Parent. Texte publié dans le Journal des débats politiques et littéraires du 10 au 21 novembre 1885, puis publié le recueil Monsieur Parent (pp. 1-87). Il a également été repris dans La Vie populaire du 3 au 17 janvier 1886 et dans La Lecture des 10 et 25 avril 1891.
anglais	Nos anglais	1885	2551	Guy de Maupassant : Nos anglais. Texte publié dans Gil Blas du 10 février 1885, puis publié dans le recueil Toine (pp. 227-244). Il a également été repris dans Le Bon Journal du 1er août 1886.
petitsoldat	Petit soldat	1885	2375	Guy de Maupassant : Petit soldat. Texte publié dans Le Figaro du 13 avril 1885, puis publié dans le recueil Monsieur Parent (pp. 305-320). Il a également été repris dans le supplément hebdomadaire de La Lanterne du 21 juin 1885, dans le supplément littéraire illustré du Petit Parisien du 7 juillet 1889, dans L’Écho de la semaine du 9 novembre 1890, dans L’Intransigeant illustré du 14 mai 1891, dans Gil Blas illustré du 9 août 1891, dans La Vie populaire du 29 octobre 1891 et dans La Semaine politique et littéraire du 24 janvier 1892.
sauvee	Sauvée	1885	1971	Guy de Maupassant : Sauvée. Texte publié dans Gil Blas du 22 décembre 1885, puis publié dans le recueil La petite Roque (pp. 209-225). Il figurera par erreur dans la première édition du recueil Le Horla (pp. 105-121) mais sera néanmoins conservé dans son édition illustrée (pp. 89-100) du début du 20ème siècle. Il a également été repris dans La Vie populaire du 17 juillet 1887, dans La Revue des journaux et des livres du 24 juillet 1887, dans le supplément littéraire de La Lanterne du 8 janvier 1888, dans La Lune troyenne du 28 avril 1889 et dans Gil Blas illustré du 26 juin 1892.
toine	Toine	1885	3135	Guy de Maupassant : Toine. Texte publié dans Gil Blas du 6 janvier 1885, sous la signature de Maufrigneuse, puis publié dans le recueil auquel il donne son nom, Toine (pp. 1-22). Il a également été repris dans La Vie populaire du 7 mars 1886, dans La Revue des journaux et des livres du 21 mars 1886, dans le supplément littéraire de La Lanterne du 5 août 1888, dans le recueil Histoire d’une fille de ferme (pp. 45-66) et dans le supplément illustré du Petit Journal du 19 mars 1892.
unfou	Un fou	1885	2661	Guy de Maupassant : Un fou. Texte publié dans Le Gaulois du 2 septembre 1885, puis publié dans le recueil Monsieur Parent (pp. 173-188). Il a également été repris dans le supplément littéraire de La Lanterne du 9 octobre 1887, dans L’Intransigeant illustré du 16 juillet 1891 et dans L’Écho de la semaine du 20 décembre 1891.
echec	Un échec	1885	2586	Guy de Maupassant : Un échec. Texte publié dans Gil Blas du 16 juin 1885, puis publié dans le recueil Le rosier de Madame Husson (pp. 49-70). Il a également été repris dans le recueil Contes de Gil Blas, volume II (pp. 87-103), dans Le nouveau Décaméron, 9ème journée (pp. 114-127), dans La Vie populaire du 2 juin 1887 et dans L’Intransigeant illustré du 24 septembre 1891.
lettre	Une lettre	1885	2222	Guy de Maupassant : Une lettre. Texte publié dans Gil Blas du 12 juin 1885, sous la signature de Maufrigneuse.
vendre	À vendre	1885	2032	Guy de Maupassant : À vendre. Texte publié dans Le Figaro du 5 janvier 1885, puis publié dans le recueil Monsieur Parent (pp. 107-120). Il a également été repris dans le supplément littéraire illustré du Petit Parisien du 8 septembre 1889 et dans L’Intransigeant illustré du 30 juillet 1891.
caira	Ça ira	1885	2776	Guy de Maupassant : Ça ira. Texte publié dans Gil Blas du 10 novembre 1885, puis publié dans le recueil Monsieur Parent (pp. 247-263). Il a également été repris dans le supplément littéraire de La Lanterne du 24 juin 1888.
amour	Amour	1886	1987	Guy de Maupassant : Amour. Texte publié dans Gil Blas du 7 décembre 1886, puis publié dans le recueil Le Horla (pp. 69-84). Il a également été repris dans La Semaine populaire du 20 février 1887, dans La Vie populaire du 18 août 1887, dans Le Bon Journal du 29 janvier 1888 et dans L’Intransigeant illustré du 27 août 1891.
bois	Au bois	1886	1768	Guy de Maupassant : Au bois. Texte publié dans Gil Blas du 22 juin 1886, puis publié dans le recueil Le Horla (pp. 235-249). Il a également été repris dans La Vie populaire du 21 août 1887, dans le supplément littéraire de La Lanterne du 22 avril 1888, dans Le Rabelais, n° 55, 1889 et dans le supplément littéraire illustré de L’Écho de Paris du 31 janvier 1892.
clochette	Clochette	1886	1732	Guy de Maupassant : Clochette. Texte publié dans Gil Blas du 21 décembre 1886, puis publié dans le recueil Le Horla (pp. 123-137). Il a également été repris dans La Vie populaire du 7 juillet 1887, dans le supplément littéraire illustré du Petit Parisien du 9 mars 1890, dans L’Intransigeant illustré du 19 février 1891 et dans L’Écho de la semaine du 23 avril 1893.
cri	Cri d’alarme	1886	2497	Guy de Maupassant : Cri d’alarme. Texte publié dans Gil Blas du 23 novembre 1886, puis publié dans le recueil posthume Le colporteur (pp. 295-312).
jourfete	Jour de fête	1886	1406	Guy de Maupassant : Jour de fête. Texte publié dans Gil Blas du 20 juillet 1886. Il a également été repris dans le supplément littéraire du Figaro du 16 juillet 1892.
julie	Julie Romain	1886	2750	Guy de Maupassant : Julie Romain. Texte publié dans Le Gaulois du 20 mars 1886, puis publié dans le recueil La petite Roque (pp. 249-270). Il a également été repris dans les Annales politiques et littéraires du 15 avril 1888 et dans La Vie populaire du 7 juin 1888.
latin	La question du latin	1886	2832	Guy de Maupassant : La question du latin. Texte publié dans Le Gaulois du 2 septembre 1886, puis publié dans le recueil posthume Le colporteur (pp. 251-273).
horla	Le Horla	1886	3100	Guy de Maupassant : Le Horla. Texte publié dans Gil Blas du 26 octobre 1886. Il a également été repris dans La Vie populaire du 9 décembre 1886 et dans La Revue des journaux et des livres du 12 décembre 1886.
diable	Le diable	1886	2471	Guy de Maupassant : Le diable. Texte publié dans Le Gaulois du 5 août 1886, puis publié dans le recueil Le Horla (pp. 179-200). Il a également été repris dans La Revue des journaux et des livres du 15 août 1886, dans La Vie populaire du 16 septembre 1886, dans les Annales politiques et littéraires du 7 août 1887, dans le supplément littéraire de La Lanterne du 4 novembre 1888 et dans L’Intransigeant illustré du 22 octobre 1891.
fermier	Le fermier	1886	2472	Guy de Maupassant : Le fermier. Texte publié dans Le Gaulois du 11 octobre 1886, puis publié dans le recueil posthume Le colporteur (pp. 275-293). Il a également été repris dans La Vie populaire du 11 novembre 1886, dans L’Écho de la semaine du 6 octobre 1889 et dans le supplément littéraire illustré du Petit Parisien du 10 avril 1892.
marquis	Le marquis de Fumerol	1886	2510	Guy de Maupassant : Le Marquis de Fumerol. Texte publié dans Gil Blas du 5 octobre 1886, puis publié dans le recueil Le Horla (pp. 139-160). Il a également été repris dans La Vie populaire du 1er septembre 1887, dans le supplément littéraire de La Lanterne du 8 juillet 1888 et dans L’Intransigeant illustré du 3 décembre 1891.
amable	Le père Amable	1886	7362	Guy de Maupassant : Le père Amable. Texte publié dans Gil Blas du 30 avril au 4 mai 1886, puis publié dans le recueil La petite Roque (pp. 271-324).
signe	Le signe	1886	2235	Guy de Maupassant : Le signe. Texte publié dans Gil Blas du 27 avril 1886, puis publié dans le recueil Le Horla (pp. 161-178). Il a également été repris dans La Vie populaire du 4 décembre 1887, dans le supplément littéraire de La Lanterne du 22 octobre 1888 et dans le supplément littéraire illustré de L’Écho de Paris du 19 juin 1892.
trou	Le trou	1886	2479	Guy de Maupassant : Le trou. Texte publié dans Gil Blas du 9 novembre 1886, puis publié dans le recueil Le Horla (pp. 85-104). Il a également été repris dans La Revue des journaux et des livres du 21 novembre 1886, dans le supplément hebdomadaire de La Lanterne du 26 novembre 1886, dans La Vie populaire du 28 juillet 1887, dans Le Bon Journal du 24 juin 1888 et dans L’Intransigeant illustré du 26 mars 1891.
auberge	L’auberge	1886	4764	Guy de Maupassant : L’auberge. Texte publié dans Les Lettres et les Arts du 1er septembre 1886, puis publié dans le recueil Le Horla (pp. 287-322). Il a également été repris dans La Vie populaire du 4 septembre 1887, dans la Revue pour tous des 19 et 26 avril 1890 et dans L’Intransigeant illustré des 17 et 24 décembre 1891.
ermite	L’ermite	1886	2472	Guy de Maupassant : L’ermite. Texte publié dans Gil Blas du 26 janvier 1886, puis publié dans le recueil La petite Roque (pp. 115-133). Il a également été repris dans les Annales politiques et littéraires du 16 mai 1886, dans La Vie populaire du 31 mai 1888 et dans Gil Blas illustré du 10 avril 1892.
epave	L’épave	1886	3987	Guy de Maupassant : L’épave. Texte publié dans Le Gaulois du 1er janvier 1886, puis publié dans le recueil La petite Roque (pp. 85-114). Il a également été repris dans le recueil Contes choisis (pp. 221-242), dans La Vie populaire du 3 mai 1888, dans les Annales politiques et littéraires du 10 juin 1888 et dans le recueil Contes choisis (pp. 1-17), paru en 1892.
parisse	Madame Parisse	1886	2347	Guy de Maupassant : Madame Parisse. Texte publié dans Gil Blas du 16 mars 1886, puis publié dans le recueil La petite Roque (pp. 227-248). Il a également été repris dans La Vie populaire du 10 mai 1888 et dans le supplément littéraire illustré du Petit Parisien du 11 août 1889.
perle	Mademoiselle Perle	1886	5848	Guy de Maupassant : Mademoiselle Perle. Texte publié dans le supplément littéraire du Figaro du 16 janvier 1886, puis publié dans le recueil La petite Roque (pp. 135-176). Il a également été repris dans le recueil Contes choisis (pp. 1-32), dans les Annales politiques et littéraires du 26 janvier 1890, dans Le Voleur des 10 et 17 avril 1890 et dans La Vie populaire des 25 et 29 décembre 1892.
misere	Misère humaine	1886	1812	Guy de Maupassant : Misère humaine. Texte publié dans Gil Blas du 8 juin 1886. Il a également été repris dans La Revue des journaux et des livres du 24 août 1886 et dans La Vie populaire du 14 octobre 1886.
rosalie	Rosalie Prudent	1886	1388	Guy de Maupassant : Rosalie Prudent. Texte publié dans Gil Blas du 2 mars 1886, puis publié dans le recueil La petite Roque (pp. 177-188). Il a également été repris dans La Vie populaire du 17 mai 1888 et dans La Lune troyenne du 25 août 1889.
chats	Sur les chats	1886	2251	Guy de Maupassant : Sur les chats. Texte publié dans Gil Blas du 9 février 1886, puis publié dans le recueil La petite Roque (pp. 189-207). Il a également été repris dans La Vie populaire du 12 juillet 1888.
casdivorce	Un cas de divorce	1886	3002	Guy de Maupassant : Un cas de divorce. Texte publié dans Gil Blas du 31 août 1886, puis publié dans le recueil L’inutile beauté (pp. 283-302). Il a également été repris dans La Vie populaire du 14 décembre 1890. Vous pouvez consulter la version illustrée par Maurice de Lambert, aux éditions P. Ollendorff, 1904.
famille	Une famille	1886	1846	Guy de Maupassant : Une famille. Texte publié dans Gil Blas du 3 août 1886, puis publié dans le recueil Le Horla (pp. 251-266). Il a également été repris dans La Vie populaire du 5 septembre 1886 et dans L’Intransigeant illustré du 8 janvier 1891.
sante	Voyage de santé	1886	1808	Guy de Maupassant : Voyage de santé. Texte publié dans le supplément du Petit Journal du 18 avril 1886.
cause	Comment on cause	1887	1577	Guy de Maupassant : Comment on cause. Texte publié dans Gil Blas du 29 novembre 1887.
duchoux	Duchoux	1887	2325	Guy de Maupassant : Duchoux. Texte publié dans Le Gaulois du 14 novembre 1887, puis publié dans le recueil La main gauche (pp. 231-251). Il a également été repris dans La Vie populaire du 5 mai 1889, dans La Lecture du 10 décembre 1891 et dans L’Intransigeant illustré du 31 décembre 1891. Vous pouvez consulter la version illustrée par Alméry Lobel-Riche, aux éditions P. Ollendorff, 1903.
baronne	La baronne	1887	1590	Guy de Maupassant : La baronne. Texte publié dans Gil Blas du 17 mai 1887, puis publié dans le recueil Le rosier de Madame Husson (pp. 113-127).
morte	La morte	1887	1801	Guy de Maupassant : La morte. Texte publié dans Gil Blas du 31 mai 1887, puis publié dans le recueil La main gauche (pp. 301-315). Il a également été repris dans La Revue des journaux et des livres du 19 juin 1887, dans La Vie populaire du 11 août 1887, dans le supplément littéraire de La Lanterne du 12 septembre 1889, dans L’Écho de la semaine du 2 novembre 1890 et dans L’Intransigeant illustré du 1er octobre 1891. Vous pouvez consulter la version illustrée par Alméry Lobel-Riche, aux éditions P. Ollendorff, 1903.
nuit	La nuit	1887	1875	Guy de Maupassant : La nuit. Texte publié dans Gil Blas du 14 juin 1887, puis publié dans la 2ème édition du recueil Clair de lune (pp. 301-316). Il a également été repris dans La Vie populaire du 1er mars 1891 et dans les Annales politiques et littéraires du 25 juin 1893.
porte	La porte	1887	1938	Guy de Maupassant : La porte. Texte publié dans Gil Blas du 3 mai 1887, puis publié dans la 2ème édition du recueil Clair de lune (pp. 231-247). Il a également été repris dans La Vie populaire du 22 mai 1887, dans le supplément littéraire de La Lanterne du 16 décembre 1888 et dans L’Intransigeant illustré du 20 août 1891.
horla2	Le Horla	1887	9739	Guy de Maupassant : Le Horla. Texte publié pour la première fois dans le recueil auquel il donne son nom, Le Horla (pp. 1-68), recueil annoncé le 25 mai 1887 dans la Bibliographie de la France du 11 juin 1887. Il a également été repris dans les Annales politiques et littéraires du 29 mai au 12 juin 1887 et dans le supplément de La Lanterne du 7 au 21 juin 1891. Enfin, le supplément littéraire illustré de L’Écho de Paris du 10 janvier 1892 ainsi que L’Écho de la semaine du 17 janvier 1892 en ont publié des fragments. Le manuscrit.
